@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE lp NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE GNN NUMERIC

@DATA
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1466320372.cnf,1.0,0.04,0.0,0.0,52.02,0.41,1.99,0.2,2.1,2.17,2.0,59.98,0.06,0.4944854999999961
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1578401856.cnf,1.0,0.03,0.01,0.0,52.07,0.41,1.99,0.22,2.15,2.13,2.0,61.21,0.07,0.4825598679999814
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1588365052.cnf,1.0,0.04,0.01,0.0,51.88,0.4,1.99,0.22,2.11,2.17,2.0,61.14,0.06,0.4892603800000188
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1594207949.cnf,1.0,0.03,0.01,0.0,52.21,0.4,2.0,0.22,2.09,2.17,2.0,61.01,0.07,0.479384543000009
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1632216532.cnf,1.0,0.04,0.0,0.01,51.84,0.4,2.0,0.22,2.09,2.13,2.0,36.63,0.08,0.4898643469999797
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1695060829.cnf,1.0,0.03,0.01,0.0,51.83,0.41,2.0,0.22,2.12,2.18,2.0,61.15,0.08,0.5111685310000098
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1711956656.cnf,1.0,0.05,0.0,0.0,51.96,0.42,1.99,0.19,2.12,2.17,2.0,58.49,0.07,0.4857440839999754
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1724699960.cnf,1.0,0.04,0.0,0.0,51.69,0.4,2.0,0.22,2.11,2.14,2.0,61.11,0.05,0.4949486020000222
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1729104536.cnf,1.0,0.03,0.01,0.0,51.9,0.41,2.0,0.2,2.09,2.15,2.0,58.46,0.08,0.4844378559999995
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1767069894.cnf,1.0,0.04,0.0,0.0,52.16,0.41,2.0,0.22,2.09,2.18,2.0,61.44,0.04,0.4873068819999986
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1798980632.cnf,1.0,0.03,0.01,0.0,51.96,0.41,2.0,0.22,2.08,2.19,2.0,61.19,0.07,0.4935724960000129
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1803576000.cnf,1.0,0.04,0.0,0.0,52.44,0.41,2.0,0.22,2.1,2.19,2.0,61.18,0.06,0.4914511199999651
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1902149370.cnf,1.0,0.03,0.0,0.01,51.93,0.41,2.0,0.22,2.11,2.15,2.0,61.52,0.07,0.4951636360000293
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S19207720.cnf,1.0,0.03,0.0,0.01,52.82,0.41,2.0,0.22,2.08,2.14,2.0,61.48,0.09,0.4864189090000081
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1929295526.cnf,1.0,0.04,0.0,0.0,52.26,0.41,2.0,0.22,2.07,2.16,2.0,61.04,0.06,0.5120202290000009
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1964261984.cnf,1.0,0.03,0.01,0.0,52.35,0.4,1.99,0.23,2.11,2.12,2.0,61.15,0.1,0.5752898249999987
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1994762382.cnf,1.0,0.03,0.01,0.0,51.93,0.41,2.0,0.22,2.09,2.14,2.0,61.45,0.07,0.4902094450000049
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2001799140.cnf,1.0,0.03,0.01,0.0,51.78,0.41,2.0,0.2,2.09,2.16,2.0,61.13,0.07,0.4905694070000095
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2004063408.cnf,1.0,0.04,0.0,0.0,51.75,0.4,1.99,0.22,2.12,2.16,2.0,61.2,0.06,0.495457115000022
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2028514812.cnf,1.0,0.03,0.01,0.0,52.06,0.4,2.0,0.23,2.11,2.16,2.0,61.07,0.08,0.4832322039999894
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2035473128.cnf,1.0,0.03,0.01,0.0,52.32,0.41,2.0,0.22,2.11,2.19,2.0,61.04,0.07,0.4892243180000264
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2059983150.cnf,1.0,0.04,0.0,0.0,52.29,0.41,2.0,0.22,2.13,2.17,2.0,60.88,0.08,0.4805845260000012
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2070671885.cnf,1.0,0.03,0.01,0.0,52.18,0.41,2.01,0.22,2.1,2.16,2.0,60.85,0.07,0.4972602990000041
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S287571794.cnf,1.0,0.04,0.01,0.0,52.23,0.42,2.0,0.2,2.11,2.15,2.0,61.41,0.09,0.4978647590000378
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S291313828.cnf,1.0,0.03,0.01,0.0,52.1,0.41,2.0,0.22,2.14,2.17,2.0,61.3,0.06,0.4960408910000069
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S302323223.cnf,1.0,0.04,0.01,0.0,51.74,0.4,2.0,0.22,2.1,2.15,2.0,58.52,0.08,0.5052888199999899
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S328413870.cnf,1.0,0.04,0.0,0.01,51.88,0.41,2.0,0.22,2.12,2.15,2.0,60.98,0.07,0.4862183200000061
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S334666752.cnf,1.0,0.04,0.0,0.01,52.07,0.4,2.0,0.22,2.1,2.14,2.0,61.29,0.1,0.5100221780000425
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S379587184.cnf,1.0,0.04,0.0,0.0,51.63,0.4,2.0,0.23,2.11,2.15,2.0,58.43,0.07,0.4806234510000422
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S404740760.cnf,1.0,0.04,0.0,0.0,51.87,0.41,2.0,0.21,2.14,2.18,2.0,60.68,0.06,0.52046454500001
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S472442496.cnf,1.0,0.03,0.01,0.0,52.41,0.4,2.01,0.22,2.11,2.14,2.0,61.48,0.06,0.5032124249999015
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S486951928.cnf,1.0,0.03,0.01,0.0,52.04,0.4,2.0,0.23,2.12,2.12,2.0,12.94,0.08,0.5353095949999975
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S499742409.cnf,1.0,0.03,0.01,0.0,52.0,0.41,2.0,0.23,2.12,2.14,2.0,61.09,0.11,0.4851270259999864
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S517699456.cnf,1.0,0.04,0.0,0.0,51.86,0.4,1.99,0.21,2.09,2.19,2.0,61.12,0.05,0.5306038639999997
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S577933576.cnf,1.0,0.03,0.01,0.0,52.11,0.41,2.01,0.23,2.13,2.19,2.0,61.52,0.09,0.4835696309999662
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S620724736.cnf,1.0,0.03,0.01,0.0,52.31,0.41,2.0,0.23,2.07,2.2,2.0,61.16,0.06,0.4914818480000349
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S638789909.cnf,1.0,0.03,0.0,0.01,52.29,0.4,2.0,0.22,2.09,2.15,2.0,61.12,0.05,0.4882025630000157
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S65660350.cnf,1.0,0.03,0.01,0.0,52.12,0.4,2.0,0.22,2.08,2.14,2.0,61.24,0.09,0.4946843600000079
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S667093285.cnf,1.0,0.04,0.0,0.01,52.01,0.41,1.99,0.22,2.11,2.19,2.0,60.96,0.05,0.5185416750000087
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S710760096.cnf,1.0,0.04,0.0,0.0,51.71,0.41,2.0,0.22,2.09,2.12,2.0,61.59,0.06,0.5194624779999799
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S717348340.cnf,1.0,0.03,0.01,0.0,51.75,0.41,2.0,0.22,2.12,2.1,2.0,61.25,0.05,0.4895438149999904
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S728336966.cnf,1.0,0.03,0.01,0.0,51.99,0.41,2.0,0.23,2.11,2.2,2.0,61.4,0.07,0.493965715999991
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S8226868.cnf,1.0,0.03,0.0,0.01,51.98,0.41,2.0,0.2,2.12,2.17,2.0,61.19,0.05,0.5115975269999993
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S835131668.cnf,1.0,0.04,0.01,0.0,52.47,0.4,1.99,0.23,2.09,2.12,2.0,5.87,0.07,0.8869272550000034
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S856188724.cnf,1.0,0.04,0.01,0.0,52.07,0.4,1.99,0.22,2.1,2.12,2.0,13.41,0.07,0.4846310679999988
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S897592447.cnf,1.0,0.03,0.01,0.0,52.38,0.41,2.0,0.22,2.1,2.11,2.0,61.39,0.07,0.4842105980000042
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S973655478.cnf,1.0,0.04,0.0,0.01,52.23,0.42,2.0,0.22,2.1,2.18,2.0,60.82,0.07,0.514587075999998
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S988230991.cnf,1.0,0.03,0.01,0.0,52.18,0.42,2.0,0.22,2.1,2.18,2.0,61.23,0.07,0.4929153159999941
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S994577332.cnf,1.0,0.03,0.01,0.0,52.39,0.42,2.0,0.22,2.1,2.12,2.0,60.91,0.07,0.482742533000021
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S112264856.cnf,1.0,0.03,0.0,0.01,52.35,0.41,2.0,0.22,2.12,2.17,2.0,61.47,0.1,0.4902851409999869
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1071835804.cnf,1.0,0.04,0.01,0.0,52.05,0.4,1.99,0.22,2.1,2.14,2.0,61.21,0.08,0.4755230089999998
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1551323476.cnf,1.0,0.03,0.01,0.0,51.8,0.4,2.0,0.22,2.1,2.17,2.0,60.76,0.05,0.4864710319999972
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1510439720.cnf,1.0,0.03,0.01,0.01,51.81,0.41,2.0,0.22,2.1,2.21,2.0,4.51,0.1,0.4884813539999868
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1455281762.cnf,1.0,0.03,0.01,0.0,51.96,0.4,2.0,0.22,2.08,2.14,2.0,61.12,0.07,0.4833390599999916
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1319064376.cnf,1.0,0.03,0.01,0.0,52.27,0.41,2.0,0.22,2.11,2.13,2.0,60.85,0.06,0.4892375430000015
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1434015140.cnf,1.0,0.04,0.0,0.0,52.1,0.41,2.01,0.23,2.1,2.18,2.0,61.04,0.04,0.4851455680000072
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1060549799.cnf,1.0,0.04,0.0,0.01,51.84,0.42,2.0,0.22,2.09,2.13,2.0,61.05,0.06,0.4917694420000202
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1523811470.cnf,1.0,0.03,0.0,0.01,52.0,0.4,2.0,0.22,2.08,2.15,2.0,60.85,0.04,0.5073725190000005
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1461793193.cnf,1.0,0.03,0.0,0.01,51.98,0.41,2.01,0.23,2.09,2.15,2.0,61.23,0.05,0.4799739270000032
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1097976304.cnf,1.0,0.03,0.01,0.0,51.96,0.41,2.0,0.22,2.09,2.18,2.0,16.77,0.06,0.4853648760000055
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1346911410.cnf,1.0,0.04,0.01,0.0,51.58,0.4,2.0,0.22,2.09,2.17,2.0,60.92,0.06,0.4945439699999951
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1403962176.cnf,1.0,0.03,0.0,0.01,51.53,0.41,2.0,0.22,2.14,2.17,2.0,61.25,0.08,0.477544371999997
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1389601258.cnf,1.0,0.04,0.0,0.0,51.76,0.41,2.0,0.23,2.11,2.14,2.0,61.49,0.11,0.4758395019999852
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S135851854.cnf,1.0,0.03,0.01,0.0,51.78,0.41,2.0,0.23,2.1,2.16,2.0,61.36,0.08,0.5214837429999761
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S147727712.cnf,1.0,0.04,0.0,0.0,52.02,0.43,2.0,0.22,2.1,2.19,2.0,60.79,0.07,0.4920002870000246
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1525435719.cnf,1.0,0.03,0.01,0.0,51.77,0.41,1.99,0.2,2.11,2.14,2.0,61.31,0.06,0.4844823340000062
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1264189960.cnf,1.0,0.03,0.01,0.0,52.02,0.4,2.0,0.22,2.09,2.15,2.0,49.3,0.09,0.4974527879999755
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1226328990.cnf,1.0,0.03,0.01,0.0,52.35,0.41,2.0,0.22,2.13,2.17,2.0,61.47,0.07,0.4902340400000184
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1027625768.cnf,1.0,0.04,0.01,0.0,52.21,0.41,1.99,0.22,2.12,2.14,2.0,60.87,0.06,0.491360138999994
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1642594754.cnf,1.0,0.02,0.0,0.01,52.0,0.4,2.0,0.22,2.08,2.14,2.0,61.27,0.06,0.5030148229999938
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1645847380.cnf,1.0,0.03,0.01,0.0,52.14,0.41,2.0,0.23,2.09,2.19,2.0,61.12,0.06,0.5060693980000224
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1653208741.cnf,1.0,0.03,0.01,0.0,52.75,0.41,2.0,0.23,2.12,2.17,2.0,61.13,0.08,0.4936271500000089
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1664086856.cnf,1.0,0.03,0.01,0.0,52.32,0.41,2.0,0.22,2.11,2.16,2.0,61.12,0.05,0.4954120170000067
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1676897475.cnf,1.0,0.04,0.01,0.0,52.08,0.41,1.99,0.22,2.15,2.14,2.0,61.16,0.06,0.4858284740000158
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1739204016.cnf,1.0,0.03,0.01,0.0,51.91,0.41,2.01,0.22,2.1,2.1,2.0,58.11,0.07,0.4998298739999995
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S174545729.cnf,1.0,0.04,0.0,0.01,52.09,0.41,2.0,0.22,2.11,2.18,2.0,61.14,0.06,0.4994581870000161
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1817965120.cnf,1.0,0.04,0.0,0.01,52.24,0.4,2.0,0.2,2.1,2.13,2.0,58.26,0.11,0.487434536999956
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1858935404.cnf,1.0,0.03,0.01,0.0,51.9,0.4,2.0,0.19,2.08,2.17,2.0,61.15,0.12,0.4872035719999985
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1941325243.cnf,1.0,0.03,0.01,0.0,51.8,0.41,2.0,0.22,2.11,2.14,2.0,61.24,0.08,0.4920592599999907
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1988182506.cnf,1.0,0.03,0.01,0.0,52.12,0.41,2.0,0.22,2.1,2.15,2.0,61.37,0.04,0.4960394660000133
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S1992124835.cnf,1.0,0.03,0.01,0.0,52.54,0.41,2.01,0.2,2.09,2.17,2.0,61.19,0.08,0.4860471420000181
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2017844820.cnf,1.0,0.04,0.0,0.0,52.23,0.42,2.0,0.22,2.12,2.14,2.0,61.49,0.06,0.4928187040000011
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2037345673.cnf,1.0,0.04,0.0,0.01,52.44,0.4,2.0,0.23,2.13,2.21,2.0,18.72,0.05,0.603193473999994
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2062250178.cnf,1.0,0.03,0.01,0.0,51.99,0.41,1.99,0.23,2.12,2.2,2.0,58.04,0.07,0.490304008999999
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2079403213.cnf,1.0,0.03,0.01,0.0,52.08,0.42,2.01,0.22,2.09,2.13,2.0,61.31,0.07,0.4831978299999946
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2092476327.cnf,1.0,0.04,0.0,0.0,52.36,0.41,1.99,0.22,2.07,2.18,2.0,61.07,0.07,0.5279167600000108
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2108186204.cnf,1.0,0.04,0.01,0.0,52.25,0.41,1.99,0.22,2.1,2.13,2.0,61.51,0.06,0.5004796569999996
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S2126686756.cnf,1.0,0.04,0.0,0.01,52.08,0.41,2.0,0.2,2.11,2.15,2.0,60.89,0.09,0.7417937860000023
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S219225119.cnf,1.0,0.03,0.01,0.0,52.04,0.41,2.0,0.22,2.11,2.18,2.0,61.66,0.1,0.4965210599999636
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S271680263.cnf,1.0,0.03,0.0,0.01,51.8,0.41,1.99,0.22,2.11,2.15,2.0,61.1,0.1,0.4815585860000055
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S306330504.cnf,1.0,0.04,0.0,0.01,51.87,0.42,2.0,0.22,2.11,2.13,2.0,60.73,0.09,0.4828681460000155
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S362076305.cnf,1.0,0.04,0.01,0.0,52.07,0.41,1.99,0.22,2.1,2.17,2.0,60.83,0.05,0.5022884699999963
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S440803918.cnf,1.0,0.04,0.0,0.0,52.19,0.42,2.0,0.22,2.13,2.12,2.0,61.5,0.06,0.4855683029999795
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S490560482.cnf,1.0,0.03,0.0,0.01,52.36,0.41,2.0,0.22,2.11,2.16,2.0,60.44,0.08,0.5204378979999831
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S52312360.cnf,1.0,0.04,0.0,0.01,52.12,0.4,2.0,0.22,2.1,2.13,2.0,61.65,0.08,0.491461772000008
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S571450678.cnf,1.0,0.04,0.0,0.01,51.82,0.4,2.0,0.22,2.1,2.11,2.0,61.11,0.08,0.4770902509999999
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S602064817.cnf,1.0,0.04,0.01,0.0,51.92,0.41,2.0,0.22,2.11,2.17,2.0,61.23,0.08,0.485615781000007
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S611834646.cnf,1.0,0.03,0.01,0.0,51.82,0.41,2.0,0.23,2.13,2.18,2.0,60.78,0.05,0.5585872329999688
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S61214945.cnf,1.0,0.04,0.0,0.0,51.71,0.41,2.0,0.2,2.12,2.13,2.0,61.15,0.04,0.4976302639999943
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S625232584.cnf,1.0,0.04,0.01,0.0,51.67,0.41,2.0,0.23,2.1,2.18,2.0,61.37,0.07,0.4837626999999997
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S628837547.cnf,1.0,0.03,0.0,0.01,51.69,0.41,2.0,0.22,2.08,2.18,2.0,61.13,0.06,0.489996681000008
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S662409906.cnf,1.0,0.03,0.01,0.0,51.9,0.4,2.0,0.22,2.09,2.11,2.0,61.31,0.08,0.4985391239999899
instances/Sat_Data/jack_instances/5sat500.train/unif-k5-r20.00-v500-c10000-S8119416.cnf,1.0,0.04,0.0,0.01,52.34,0.42,2.0,0.22,2.1,2.14,2.0,61.08,0.08,0.4856989240000189
